Siderophore ID,Siderophore name,Siderophore other name,Count,Hydroxamate,Catecholate,Phenolate,Carboxylate,Carboxylate in Citrate,Alpha-Hydroxycarboxylate,Hydroxyphenyloxazoline,Hydroxyphenylthiazoline,Alpha-Aminocarboxylate,Alpha-Hydroxyimidazole,Alpha-Hydroxycarboxylate in Citrate,Diazeniumdiolate,2-Nitrosophenol,Repetition denticity,Theoretical denticity,Ligand Type,Biosynthetic Type,Canonical SMILES,monomers Name,monomers Number,coverage,missing Monomers Number,Molecular Formula,Molecular Weight,Species,Bacteria,Fungi,Plant,Animal,Actinomycetota,Cyanobacteriota,Bacillota,Pseudomonadota,Bacteroidota,Myxococcota,Ascomycota,Basidiomycota,Mucoromycota,Zoopagomycota,Streptophyta,Chordata,Phylum,Hydroxamate source,Catecholate source,Alpha-Hydroxycarboxylate source,Hydroxyphenyloxazoline source,Hydroxyphenylthiazoline source,Alpha-Hydroxyimidazole source,Diazeniumdiolate source,2-Nitrosophenol source,References,Biosynthetic Type Reference,Fe3+ Affinity Reference,logKf Fe3+,pFe3+,Redox potential,C,H,N,O,S,C/H,C/N,C/O,C/S,Contributor,Siderophore Cluster,Siderophore Group,Siderophore Index,Predicted logS,"Predicted diffusion coefficient (10^(-10) m2 s-1) in H2O, 298.15K"
568,Frankobactin A1,,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,Hydroxamate/Hydroxyphenyloxazoline,NRPS,C[C@@H](O)[C@@H](NC(=O)CCNC(=O)[C@@H]1COC(c2ccccc2O)=N1)C(=O)N(C)C(CCCNO)C(=O)N[C@@H](CCCN)C(=O)N[C@@H](CCCN(O)C=O)C(=O)O,"Ser, SA, aThr/Thr, bAla, NMe-OH-Orn, Orn, Fo-OH-Orn",7,1,0,C34H53N9O13,795.838625,Frankia sp. CH37,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Actinomycetota,Orn derivatives,,,SA+Ser,,,,,"Mohr, Jan Frieder, et al. ""Frankobactin metallophores produced by nitrogen-fixing Frankia actinobacteria function in toxic metal sequestration."" Journal of Natural Products 84.4 (2021): 1216-1225.","Mohr, Jan Frieder, et al. ""Frankobactin metallophores produced by nitrogen-fixing Frankia actinobacteria function in toxic metal sequestration."" Journal of Natural Products 84.4 (2021): 1216-1225.",,,,,34,53,9,13,0,0.641509434,3.777777778,2.615384615,0,Ruolin He,1,28,3,-2.05,3.638406673
566,Frankobactin C1,,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,Hydroxamate/Hydroxyphenyloxazoline,NRPS,CC(=O)N(O)CCC[C@H](NC(=O)[C@H](CCCN)NC(=O)C(CCCNO)N(C)C(=O)[C@H](NC(=O)CCNC(=O)[C@@H]1COC(c2ccccc2O)=N1)[C@@H](C)O)C(=O)O,"Ac-OH-Orn, Orn, Ser, SA, NMe-OH-Orn, aThr/Thr, bAla",7,1,0,C35H55N9O13,809.865247,Frankia sp. CH37,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Actinomycetota,Orn derivatives,,,SA+Ser,,,,,"Mohr, Jan Frieder, et al. ""Frankobactin metallophores produced by nitrogen-fixing Frankia actinobacteria function in toxic metal sequestration."" Journal of Natural Products 84.4 (2021): 1216-1225.","Mohr, Jan Frieder, et al. ""Frankobactin metallophores produced by nitrogen-fixing Frankia actinobacteria function in toxic metal sequestration."" Journal of Natural Products 84.4 (2021): 1216-1225.",,,,,35,55,9,13,0,0.636363636,3.888888889,2.692307692,0,Ruolin He,1,28,1,-2.212,3.612878396
645,Fimsbactin F,,2,1,1,0,0,0,0,1,0,0,0,0,0,0,1,5,Catecholate/Hydroxamate/Hydroxyphenyloxazoline,NRPS,CC(=O)N(O)CCCCNC(=O)[C@H](CO)NC(=O)[C@@H]1COC(c2cccc(O)c2O)=N1,"Ser, diOH-Bz, NAc-NOH-Put, Ser",4,1,0,C19H26N4O8,438.432578,Acinetobacter baumannii; Acinetobacter baylyi,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Pseudomonadota,Lys derivatives,diOH-Bz,,SA+Ser,,,,,"Proschak, Anna, et al. ""Structure and Biosynthesis of Fimsbactins A–F, Siderophores from Acinetobacter baumannii and Acinetobacter baylyi."" ChemBioChem 14.5 (2013): 633-638.","Proschak, Anna, et al. ""Structure and Biosynthesis of Fimsbactins A–F, Siderophores from Acinetobacter baumannii and Acinetobacter baylyi."" ChemBioChem 14.5 (2013): 633-638.",,,,,19,26,4,8,0,0.730769231,4.75,2.375,0,Ruolin He,1,36,1,-2.151,4.649359893
646,Fimsbactin A,,2,1,2,0,0,0,0,1,0,0,0,0,0,0,1,7,Catecholate/Hydroxamate/Hydroxyphenyloxazoline,NRPS,CC(=O)N(O)CCCCNC(=O)[C@H](COC(=O)c1cccc(O)c1O)NC(=O)[C@@H]1COC(c2cccc(O)c2O)=N1,"Ser, Ser, diOH-Bz, diOH-Bz, NAc-NOH-Put",5,1,0,C26H30N4O11,574.537737,Acinetobacter baumannii; Acinetobacter baylyi,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Pseudomonadota,Lys derivatives,diOH-Bz,,SA+Ser,,,,,"Proschak, Anna, et al. ""Structure and Biosynthesis of Fimsbactins A–F, Siderophores from Acinetobacter baumannii and Acinetobacter baylyi."" ChemBioChem 14.5 (2013): 633-638.","Proschak, Anna, et al. ""Structure and Biosynthesis of Fimsbactins A–F, Siderophores from Acinetobacter baumannii and Acinetobacter baylyi."" ChemBioChem 14.5 (2013): 633-638.",,,,,26,30,4,11,0,0.866666667,6.5,2.363636364,0,Ruolin He,1,36,2,-3.627,4.155038477
647,Fimsbactin B,,2,1,2,0,0,0,0,1,0,0,0,0,0,0,1,7,Catecholate/Hydroxamate/Hydroxyphenyloxazoline,NRPS,CC(=O)N(O)CCCCNC(=O)[C@H](COC(=O)c1cccc(O)c1O)NC(=O)[C@H]1N=C(c2cccc(O)c2O)O[C@@H]1C,"aThr/Thr, diOH-Bz, Ser, diOH-Bz, NAc-NOH-Put",5,1,0,C27H32N4O11,588.564359,Acinetobacter baumannii; Acinetobacter baylyi,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Pseudomonadota,Lys derivatives,diOH-Bz,,SA+Ser,,,,,"Proschak, Anna, et al. ""Structure and Biosynthesis of Fimsbactins A–F, Siderophores from Acinetobacter baumannii and Acinetobacter baylyi."" ChemBioChem 14.5 (2013): 633-638.","Proschak, Anna, et al. ""Structure and Biosynthesis of Fimsbactins A–F, Siderophores from Acinetobacter baumannii and Acinetobacter baylyi."" ChemBioChem 14.5 (2013): 633-638.",,,,,27,32,4,11,0,0.84375,6.75,2.454545455,0,Ruolin He,1,36,3,-3.787,4.113994097
648,Fimsbactin C,,2,1,2,0,0,0,0,1,0,0,0,0,0,0,1,7,Catecholate/Hydroxamate/Hydroxyphenyloxazoline,NRPS,CC(=O)N(O)CCCCNC(=O)[C@@H](NC(=O)[C@H]1N=C(c2cccc(O)c2O)O[C@@H]1C)[C@@H](C)OC(=O)c1cccc(O)c1O,"NAc-NOH-Put, aThr/Thr, aThr/Thr, diOH-Bz, diOH-Bz",5,1,0,C28H34N4O11,602.590981,Acinetobacter baumannii; Acinetobacter baylyi,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Pseudomonadota,Lys derivatives,diOH-Bz,,SA+Ser,,,,,"Proschak, Anna, et al. ""Structure and Biosynthesis of Fimsbactins A–F, Siderophores from Acinetobacter baumannii and Acinetobacter baylyi."" ChemBioChem 14.5 (2013): 633-638.","Proschak, Anna, et al. ""Structure and Biosynthesis of Fimsbactins A–F, Siderophores from Acinetobacter baumannii and Acinetobacter baylyi."" ChemBioChem 14.5 (2013): 633-638.",,,,,28,34,4,11,0,0.823529412,7,2.545454545,0,Ruolin He,1,36,4,-3.959,4.074371096
649,Catenulobactin B,,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,Hydroxyphenyloxazoline,Putative NRPS,C[C@H]1OC(c2ccccc2O)=N[C@@H]1C(=O)N[C@H](CCCN(O)C(=O)[C@H]1N=C(c2ccccc2O)O[C@@H]1C)C(=O)O,"OH-Orn, aThr/Thr, aThr/Thr, SA, SA",5,1,0,C27H30N4O9,554.549667,Catenuloplanes sp.,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Actinomycetota,,,,SA+Thr,,,,,"Hoshino, Shotaro, et al. ""Catenulobactins A and B, heterocyclic peptides from culturing Catenuloplanes sp. with a mycolic acid-containing bacterium."" Journal of natural products 81.9 (2018): 2106-2110.",,,,,,27,30,4,9,0,0.9,6.75,3,0,Ruolin He,1,43,1,-4.222,4.216159529
189,Transvalencin Z,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,Hydroxyphenyloxazoline,Putative NRPS,O=CNCCCCC(NC(=O)C1COC(c2ccccc2O)=N1)C(=O)O,"Ser, SA, N7-Lys",3,1,0,C17H21N3O6,363.36588,Nocardia transvalensis IFM 10065,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Actinomycetota,,,,SA+Ser,,,,,"Mukai, Akira, et al. ""Transvalencin Z, a new antimicrobial compound with salicylic acid residue from Nocardia transvalensis IFM 10065."" The Journal of antibiotics 59.6 (2006): 366-369.",,,,,,17,21,3,6,0,0.80952381,5.666666667,2.833333333,0,Ruolin He,1,44,1,-2.172,5.033367765
188,Fimsbactin D,,2,0,2,0,0,0,0,1,0,0,0,0,0,0,1,5,Catecholate/Hydroxyphenyloxazoline,NRPS,CC(=O)NCCCNC(=O)[C@H](COC(=O)c1cccc(O)c1O)NC(=O)[C@@H]1COC(c2cccc(O)c2O)=N1,"Ser, Ser, diOH-Bz, diOH-Bz, NAc-DAP",5,1,0,C25H28N4O10,544.51171,Acinetobacter baumannii; Acinetobacter baylyi,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Pseudomonadota,,diOH-Bz,,SA+Ser,,,,,"Proschak, Anna, et al. ""Structure and Biosynthesis of Fimsbactins A–F, Siderophores from Acinetobacter baumannii and Acinetobacter baylyi."" ChemBioChem 14.5 (2013): 633-638.","Proschak, Anna, et al. ""Structure and Biosynthesis of Fimsbactins A–F, Siderophores from Acinetobacter baumannii and Acinetobacter baylyi."" ChemBioChem 14.5 (2013): 633-638.",,,,,25,28,4,10,0,0.892857143,6.25,2.5,0,Ruolin He,1,44,2,-3.552,4.248099798
187,Fimsbactin E,,2,0,2,0,0,0,0,1,0,1,0,0,0,0,1,7,Alpha-Aminocarboxylate/Catecholate/Hydroxyphenyloxazoline,NRPS,O=C(OC[C@H](NC(=O)[C@@H]1COC(c2cccc(O)c2O)=N1)C(=O)O)c1cccc(O)c1O,"Ser, diOH-Bz, Ser, diOH-Bz",4,1,0,C20H18N2O10,446.365194,Acinetobacter baumannii; Acinetobacter baylyi,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Pseudomonadota,,diOH-Bz,,SA+Ser,,,,,"Proschak, Anna, et al. ""Structure and Biosynthesis of Fimsbactins A–F, Siderophores from Acinetobacter baumannii and Acinetobacter baylyi."" ChemBioChem 14.5 (2013): 633-638.","Proschak, Anna, et al. ""Structure and Biosynthesis of Fimsbactins A–F, Siderophores from Acinetobacter baumannii and Acinetobacter baylyi."" ChemBioChem 14.5 (2013): 633-638.",,,,,20,18,2,10,0,1.111111111,10,2,0,Ruolin He,1,44,3,-3.582,4.61452092
190,Catenulobactin A,,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,Hydroxyphenyloxazoline/Phenolate,Putative NRPS,C[C@@H]1ON(CCC[C@@H](NC(=O)[C@H]2N=C(c3ccccc3O)O[C@@H]2C)C(=O)O)C(=O)[C@H]1NC(=O)c1ccccc1O,"Orn, aThr/Thr, aThr/Thr, SA, SA",5,1,0,C27H30N4O9,554.549667,Catenuloplanes sp.,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Actinomycetota,,,,SA+Thr,,,,,"Hoshino, Shotaro, et al. ""Catenulobactins A and B, heterocyclic peptides from culturing Catenuloplanes sp. with a mycolic acid-containing bacterium."" Journal of natural products 81.9 (2018): 2106-2110.",,,,,,27,30,4,9,0,0.9,6.75,3,0,Ruolin He,1,45,1,-4.293,4.216159529
141,Sorangibactin B,,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,Carboxylate/Hydroxyphenyloxazoline,NRPS,CN1C(c2coc(-c3ccccc3O)n2)SCC1C1SCC(C(=O)NC(CCS)C(=O)O)N1C,"NMe-Cys, NMe-Cys, DL-Hcy, aFo-Gly, SA",5,1,0,C22H28N4O5S3,524.676865,Pendulispora rubella,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Myxococcota,,,,SA+Ser,,,,,"Gao, Yunsheng, et al. ""Genome-Guided Discovery of the Myxobacterial Thiolactone-Containing Sorangibactins."" ACS Chemical Biology (2023).","Gao, Yunsheng, et al. ""Genome-Guided Discovery of the Myxobacterial Thiolactone-Containing Sorangibactins."" ACS Chemical Biology (2023).",,,,,22,28,4,5,3,0.785714286,5.5,4.4,7.333333333,Ruolin He,1,41,1,-3.759,4.313854862
805,Fatuamide A,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,Hydroxyphenylthiazoline,Hybrid NRPS/PKS,C[C@H](C[C@@H](C)CCC(=O)N[C@@H](Cc1ccccc1)[C@H](O)C[C@H](O)CC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CC(=O)NCC(=O)O)C[C@@H]1CSC(c2ccccc2O)=N1,"X0, SA, 4NH2-3OH-5Ph-PA, X1, Gly",5,0.465517241,2,C44H58N4O9S,819.019395,Leptolyngbya sp. ASX22JUL14-2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Cyanobacteriota,,,,,SA+Unknown,,,,"Alexander, Kelsey L., et al. ""Fatuamide A, a Hybrid PKS/NRPS Metallophore from a Leptolyngbya sp. Marine Cyanobacterium Collected in American Samoa."" Journal of Natural Products (2025).","Alexander, Kelsey L., et al. ""Fatuamide A, a Hybrid PKS/NRPS Metallophore from a Leptolyngbya sp. Marine Cyanobacterium Collected in American Samoa."" Journal of Natural Products (2025).",,,,,44,58,4,9,1,0.75862069,11,4.888888889,44,Ruolin He,1,50,1,-4.476,3.596564738
806,Fatuamide B,,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,6,Alpha-Hydroxycarboxylate/Hydroxyphenylthiazoline,Hybrid NRPS/PKS,CC(O)C(NC(=O)C(NC(=O)CNC(=O)C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)C[C@@H](O)C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)CC[C@H](C)C[C@@H](C)C[C@@H]1CSC(c2ccccc2O)=N1)C(O)C(=O)O)C(=O)NC(C(=O)CC(=O)N1CCCC1C(=O)O)C(O)C(=O)O,"OH-Asp, Gly, Iser, aThr/Thr, Pro, MA, X0, SA, 4NH2-3OH-5Ph-PA, X1",10,0.666666667,2,C63H84N8O21S,1321.449593,Leptolyngbya sp. ASX22JUL14-2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Cyanobacteriota,,,Asp,,SA+Unknown,,,,"Alexander, Kelsey L., et al. ""Fatuamide A, a Hybrid PKS/NRPS Metallophore from a Leptolyngbya sp. Marine Cyanobacterium Collected in American Samoa."" Journal of Natural Products (2025).","Alexander, Kelsey L., et al. ""Fatuamide A, a Hybrid PKS/NRPS Metallophore from a Leptolyngbya sp. Marine Cyanobacterium Collected in American Samoa."" Journal of Natural Products (2025).",,,,,63,84,8,21,1,0.75,7.875,3,63,Ruolin He,1,50,2,-3.437,2.974807797
138,Anacheline-H,,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,Catecholate/Phenolate,Hybrid NRPS/PKS,C[C@@H](O)[C@H](NC(=O)C[C@H](O)C[C@H](O)[C@@H](CO)NC(=O)c1ccccc1O)C(=O)N[C@H](CO)C(=O)N[C@@H](CO)C(=O)N[C@H]1Cc2cc(O)c(O)cc2[N+](C)(C)C1,"ChrAc, Ser, aThr/Thr, X0, Ser, SA",6,0.781818182,1,C35H51N6O14+,779.812779,Anabaena cylindrica,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Cyanobacteriota,,ChrAc,,,,,,,"Gademann, Karl. ""Mechanistic Studies on the Tyrosinase‐Catalyzed Formation of the Anachelin Chromophore."" ChemBioChem 6.5 (2005): 913-919.; Leao, Pedro N., et al. ""The chemical ecology of cyanobacteria."" Natural product reports 29.3 (2012): 372-391.","Calteau, Alexandra, et al. ""Phylum-wide comparative genomics unravel the diversity of secondary metabolism in Cyanobacteria."" BMC genomics 15.1 (2014): 1-14.",,,,,35,51,6,14,0,0.68627451,5.833333333,2.5,0,Shaohua Gu; Ruolin He,1,14,1,-1.626,3.668393309
139,Anacheline-2,Anachelin 2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4,Catecholate/Hydroxyphenyloxazoline,Hybrid NRPS/PKS,C[C@@H](O)[C@H](NC(=O)C[C@H](O)C[C@@H]1OC(c2ccccc2O)=NC1(C)CO)C(=O)N[C@H](CO)C(=O)N[C@@H](CO)C(=O)N[C@H]1Cc2cc(O)c(O)cc2[N+](C)(C)C1,"Ser, Ser, aThr/Thr, X0, SA, ChrAc",6,0.763636364,1,C36H51N6O13+,775.824114,Anabaena cylindrica,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Cyanobacteriota,,ChrAc,,"SA+6-amino-3, 5, 7-trihydroxyheptanoic acid",,,,,"Gademann, Karl. ""Mechanistic Studies on the Tyrosinase‐Catalyzed Formation of the Anachelin Chromophore."" ChemBioChem 6.5 (2005): 913-919.; Leao, Pedro N., et al. ""The chemical ecology of cyanobacteria."" Natural product reports 29.3 (2012): 372-391.","Calteau, Alexandra, et al. ""Phylum-wide comparative genomics unravel the diversity of secondary metabolism in Cyanobacteria."" BMC genomics 15.1 (2014): 1-14.",,,,,36,51,6,13,0,0.705882353,6,2.769230769,0,Shaohua Gu; Ruolin He,1,14,2,-1.955,3.675997496
140,Anacheline-1,Anachelin 1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4,Catecholate/Hydroxyphenyloxazoline,Hybrid NRPS/PKS,C[C@@H](O)[C@H](NC(=O)C[C@H](O)C[C@H](O)[C@@H]1COC(c2ccccc2O)=N1)C(=O)N[C@H](CO)C(=O)N[C@@H](CO)C(=O)N[C@H]1Cc2cc(O)c(O)cc2[N+](C)(C)C1,"X0, SA, aThr/Thr, Ser, Ser, ChrAc",6,0.777777778,1,C35H49N6O13+,761.797492,Anabaena cylindrica,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Cyanobacteriota,,ChrAc,,"SA+6-amino-3, 5, 7-trihydroxyheptanoic acid",,,,,"Gademann, Karl. ""Mechanistic Studies on the Tyrosinase‐Catalyzed Formation of the Anachelin Chromophore."" ChemBioChem 6.5 (2005): 913-919.; Leao, Pedro N., et al. ""The chemical ecology of cyanobacteria."" Natural product reports 29.3 (2012): 372-391.","Calteau, Alexandra, et al. ""Phylum-wide comparative genomics unravel the diversity of secondary metabolism in Cyanobacteria."" BMC genomics 15.1 (2014): 1-14.",,,,,35,49,6,13,0,0.714285714,5.833333333,2.692307692,0,Shaohua Gu; Ruolin He,1,14,3,-1.892,3.703200811
770,Cyanochelin A,,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,6,Alpha-Hydroxycarboxylate/Hydroxyphenyloxazoline,Hybrid NRPS/PKS,CCCCCCCCCCCc1cccc(O)c1C1=N[C@@H](C(=O)NCC(=O)NCC(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CO)[C@H](O)C(=O)O)C(O)C(=O)O)CO1,"Gly, Ser, OH-Asp, Gly, Gly, C11:0-SA, X0",7,0.836363636,1,C35H52N6O14,780.82072,Rivularia sp. PCC 7116,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Cyanobacteriota,,,Asp,C11:0-SA+Ser,,,,,"Galica, Tomáš, et al. ""Cyanochelins, an overlooked class of widely distributed cyanobacterial siderophores, discovered by silent gene cluster awakening."" Applied and Environmental Microbiology 87.17 (2021): e03128-20.","Galica, Tomáš, et al. ""Cyanochelins, an overlooked class of widely distributed cyanobacterial siderophores, discovered by silent gene cluster awakening."" Applied and Environmental Microbiology 87.17 (2021): e03128-20.",,,,,35,52,6,14,0,0.673076923,5.833333333,2.5,0,Ruolin He,2,10,1,-2.677,3.666480747
637,Amamistatin E,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,Hydroxyphenyloxazoline,Hybrid NRPS/PKS,CCCCCCCC(OC(=O)C(CCCCN)NC(=O)c1nc(-c2cc(OC)ccc2O)oc1C)C(C)(C)C(=O)NC1CCCCNC1=O,"Lys, 2NH2-3OHBut-2EnA, 3OH-2,2-diMe-C10:0, 5OMe-SA, cLys",5,1,0,C36H55N5O8,685.85215,Nocardia altamirensis,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Actinomycetota,,,,5OMe-SA+Thr,,,,,"Steinmetz, Till, Wolf Hiller, and Markus Nett. ""Amamistatins isolated from Nocardia altamirensis."" Beilstein Journal of Organic Chemistry 18.1 (2022): 360-367.",,,,,,36,55,5,8,0,0.654545455,7.2,4.5,0,Ruolin He,1,31,6,-5.258,3.864392856
636,Amamistatin F,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,Hydroxyphenyloxazoline,Hybrid NRPS/PKS,CCCCCCCC(OC(=O)C(CCCCNO)NC(=O)c1nc(-c2cc(OC)ccc2O)oc1C)C(C)(C)C(=O)NC1CCCCNC1=O,"2NH2-3OHBut-2EnA, 5OMe-SA, NOH-Lys, 3OH-2,2-diMe-C10:0, cLys",5,1,0,C36H55N5O9,701.851555,Nocardia altamirensis,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Actinomycetota,,,,5OMe-SA+Thr,,,,,"Steinmetz, Till, Wolf Hiller, and Markus Nett. ""Amamistatins isolated from Nocardia altamirensis."" Beilstein Journal of Organic Chemistry 18.1 (2022): 360-367.",,,,,,36,55,5,9,0,0.654545455,7.2,4,0,Ruolin He,1,31,5,-5.451,3.828312941
635,Amamistatin D,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,Hydroxyphenyloxazoline,Hybrid NRPS/PKS,CCCCCCCC(OC(=O)C(CCCCNC=O)NC(=O)c1nc(-c2cc(OC)ccc2O)oc1C)C(C)(C)C(=O)NC1CCCCNC1=O,"3OH-2,2-diMe-C10:0, N7-Lys, 2NH2-3OHBut-2EnA, 5OMe-SA, cLys",5,1,0,C37H55N5O9,713.862295,Nocardia altamirensis,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Actinomycetota,,,,5OMe-SA+Thr,,,,,"Steinmetz, Till, Wolf Hiller, and Markus Nett. ""Amamistatins isolated from Nocardia altamirensis."" Beilstein Journal of Organic Chemistry 18.1 (2022): 360-367.",,,,,,37,55,5,9,0,0.672727273,7.4,4.111111111,0,Ruolin He,1,31,4,-5.235,3.80201357
634,Amamistatin C,,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,Hydroxamate/Hydroxyphenyloxazoline,Hybrid NRPS/PKS,CCCCCCCC(OC(=O)C(CCCCNC=O)NC(=O)c1nc(-c2cc(OC)ccc2O)oc1C)C(C)(C)C(=O)NC1CCCCN(O)C1=O,"2NH2-3OHBut-2EnA, 5OMe-SA, 3OH-2,2-diMe-C10:0, N7-Lys, OH-cLys",5,1,0,C37H55N5O10,729.8617,Nocardia altamirensis,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Actinomycetota,Lys derivatives,,,5OMe-SA+Thr,,,,,"Steinmetz, Till, Wolf Hiller, and Markus Nett. ""Amamistatins isolated from Nocardia altamirensis."" Beilstein Journal of Organic Chemistry 18.1 (2022): 360-367.",,,,,,37,55,5,10,0,0.672727273,7.4,3.7,0,Ruolin He,1,31,3,-5.14,3.767974303
633,Amamistatin A,,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,6,Hydroxamate/Hydroxyphenyloxazoline,Hybrid NRPS/PKS,CCCCCCC[C@H](OC(=O)[C@@H](CCCCN(O)C=O)NC(=O)c1nc(-c2cc(OC)ccc2O)oc1C)C(C)(C)C(=O)N[C@H]1CCCCN(O)C1=O,"N6Fo-N6OH-Lys, 2NH2-3OHBut-2EnA, OH-cLys, 3OH-2,2-diMe-C10:0, 5OMe-SA",5,1,0,C37H55N5O11,745.861105,Nocardia asteroides SCRC-A2359,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Actinomycetota,Lys derivatives,,,5OMe-SA+Thr,,,,,"Suenaga, Kiyotake, et al. ""Structures of amamistatins A and B, novel growth inhibitors of human tumor cell lines from an actinomycete."" Tetrahedron letters 40.10 (1999): 1945-1948.",,,,,,37,55,5,11,0,0.672727273,7.4,3.363636364,0,Ruolin He,1,31,2,-5.404,3.735014399
632,Amamistatin B,,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,6,Hydroxamate/Hydroxyphenyloxazoline,Hybrid NRPS/PKS,CCCCCCC[C@H](OC(=O)[C@@H](CCCCN(O)C=O)NC(=O)c1nc(-c2ccccc2O)oc1C)C(C)(C)C(=O)N[C@H]1CCCCN(O)C1=O,"2NH2-3OHBut-2EnA, SA, N6Fo-N6OH-Lys, OH-cLys, 3OH-2,2-diMe-C10:0",5,1,0,C36H53N5O10,715.835078,Nocardia asteroides SCRC-A2359; Nocardia altamirensis,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Actinomycetota,Lys derivatives,,,SA+Thr,,,,,"Suenaga, Kiyotake, et al. ""Structures of amamistatins A and B, novel growth inhibitors of human tumor cell lines from an actinomycete."" Tetrahedron letters 40.10 (1999): 1945-1948.; Steinmetz, Till, Wolf Hiller, and Markus Nett. ""Amamistatins isolated from Nocardia altamirensis."" Beilstein Journal of Organic Chemistry 18.1 (2022): 360-367.",,,,,,36,53,5,10,0,0.679245283,7.2,3.6,0,Ruolin He,1,31,1,-5.329,3.797756037
841,Nocobactin NA 108242,,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,6,Hydroxamate/Hydroxyphenyloxazoline,Hybrid NRPS/PKS,CCCCCCCCCC(OC(=O)C(CCCCN(O)C=O)NC(=O)c1nc(-c2ccccc2O)oc1C)C(C)C(=O)NC1CCCCN(O)C1=O,"N6Fo-N6OH-Lys, 2NH2-3OHBut-2EnA, SA, OH-cLys, 3OH-2Me-C12:0",5,1,0,C37H55N5O10,729.8617,Nocardia gamkensis NBRC 108242,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Actinomycetota,Lys derivatives,,,SA+Thr,,,,,"Männle, Daniel, et al. ""Comparative genomics and metabolomics in the genus Nocardia."" Msystems 5.3 (2020): 10-1128.","Quadri, Luis EN, et al. ""Identification of a Mycobacterium tuberculosis gene cluster encoding the biosynthetic enzymes for assembly of the virulence-conferring siderophore mycobactin."" Chemistry & biology 5.11 (1998): 631-645.; Vergnolle, Olivia, Hua Xu, and John S. Blanchard. ""Mechanism and regulation of mycobactin fatty acyl-AMP ligase FadD33."" Journal of Biological Chemistry 288.39 (2013): 28116-28125.",,,,,37,55,5,10,0,0.672727273,7.4,3.7,0,Yanzhao Wu; Jiqi Shao; Ruolin He,1,31,28,-5.493,3.767974303
